"taxon","genus","tribe","subfamily","family","order","class"
"Geranoaetus_melanoleucus","Geranoaetus",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Buteo_polyosoma","Buteo",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Buteo_albicaudatus","Buteo",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Buteo_ridgwayi","Buteo",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Buteo_lineatus","Buteo",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Buteo_platypterus","Buteo",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Buteo_jamaicensis","Buteo",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Buteo_swainsoni","Buteo",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Buteo_galapagoensis","Buteo",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Buteo_brachyurus","Buteo",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Buteo_albigula","Buteo",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Buteo_solitarius","Buteo",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Buteo_albonotatus","Buteo",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Buteo_rufofuscus","Buteo",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Buteo_augur","Buteo",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Buteo_rufinus","Buteo",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Buteo_hemilasius","Buteo",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Buteo_buteo","Buteo",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Buteo_oreophilus","Buteo",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Buteo_lagopus","Buteo",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Buteo_regalis","Buteo",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Leucopternis_melanops","Leucopternis",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Leucopternis_kuhli","Leucopternis",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Leucopternis_semiplumbeus","Leucopternis",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Buteo_nitidus","Buteo",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Leucopternis_princeps","Leucopternis",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Rostrhamus_sociabilis","Rostrhamus",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Busarellus_nigricollis","Busarellus",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Geranospiza_caerulescens","Geranospiza",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Accipiter_trivirgatus","Accipiter",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Harpyopsis_novaeguineae","Harpyopsis",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Morphnus_guianensis","Morphnus",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Harpia_harpyja","Harpia",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Macheiramphus_alcinus","Macheiramphus",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Lophotriorchis_kienerii","Lophotriorchis",,,"Accipitridae","Accipitriformes","Aves"
"Polemaetus_bellicosus","Polemaetus",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Aquila_wahlbergi","Aquila",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Hieraaetus_ayresii","Hieraaetus",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Hieraaetus_pennatus","Hieraaetus",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Hieraaetus_weiskei","Hieraaetus",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Hieraaetus_morphnoides","Hieraaetus",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Aquila_verreauxii","Aquila",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Aquila_fasciatus","Aquila",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Hieraaetus_spilogaster","Hieraaetus",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Aquila_audax","Aquila",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Aquila_gurneyi","Aquila",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Aquila_chrysaetos","Aquila",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Aquila_africanus","Aquila",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Aquila_nipalensis","Aquila",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Aquila_rapax","Aquila",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Aquila_adalberti","Aquila",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Aquila_heliaca","Aquila",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Aquila_pomarina","Aquila",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Aquila_clanga","Aquila",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Aquila_hastata","Aquila",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Ictinaetus_malayensis","Ictinaetus",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Lophaetus_occipitalis","Lophaetus",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Spizaetus_isidori","Spizaetus",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Spizaetus_ornatus","Spizaetus",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Spizaetus_melanoleucus","Spizaetus",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Spizaetus_tyrannus","Spizaetus",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Nisaetus_nipalensis","Nisaetus",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Nisaetus_alboniger","Nisaetus",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Nisaetus_bartelsi","Nisaetus",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Nisaetus_nanus","Nisaetus",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Nisaetus_lanceolatus","Nisaetus",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Nisaetus_cirrhatus","Nisaetus",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Nisaetus_philippensis","Nisaetus",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Stephanoaetus_coronatus","Stephanoaetus",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Sarcogyps_calvus","Sarcogyps",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Trigonoceps_occipitalis","Trigonoceps",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Torgos_tracheliotos","Torgos",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Aegypius_monachus","Aegypius",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Necrosyrtes_monachus","Necrosyrtes",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Gyps_africanus","Gyps",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Gyps_himalayensis","Gyps",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Gyps_tenuirostris","Gyps",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Gyps_indicus","Gyps",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Gyps_coprotheres","Gyps",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Gyps_fulvus","Gyps",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Gyps_rueppellii","Gyps",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Gyps_bengalensis","Gyps",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Spilornis_elgini","Spilornis",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Spilornis_holospilus","Spilornis",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Spilornis_cheela","Spilornis",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Spilornis_rufipectus","Spilornis",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Pithecophaga_jefferyi","Pithecophaga",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Circaetus_cinerascens","Circaetus",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Circaetus_fasciolatus","Circaetus",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Dryotriorchis_spectabilis","Dryotriorchis",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Circaetus_cinereus","Circaetus",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Circaetus_gallicus","Circaetus",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Circaetus_pectoralis","Circaetus",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Terathopius_ecaudatus","Terathopius",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Leptodon_cayanensis","Leptodon",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Chondrohierax_uncinatus","Chondrohierax",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Chondrohierax_wilsonii","Chondrohierax",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Aviceda_cuculoides","Aviceda",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Eutriorchis_astur","Eutriorchis",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Aviceda_subcristata","Aviceda",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Lophoictinia_isura","Lophoictinia",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Henicopernis_longicauda","Henicopernis",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Hamirostra_melanosternon","Hamirostra",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Pernis_celebensis","Pernis",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Pernis_apivorus","Pernis",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Pernis_ptilorhyncus","Pernis",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Elanoides_forficatus","Elanoides",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Polyboroides_typus","Polyboroides",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Gypaetus_barbatus","Gypaetus",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Neophron_percnopterus","Neophron",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Gypohierax_angolensis","Gypohierax",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Gampsonyx_swainsonii","Gampsonyx",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Elanus_caeruleus","Elanus",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Elanus_leucurus","Elanus",,"Accipitrinae","Accipitridae","Accipitriformes","Aves"
"Tyto_alba","Tyto",,,"Tytonidae","Strigiformes","Aves"
